"feature","Astro.L1.FGFR3.MT1G","Endo.L2.5.CLDN5","VLMC.L1.3.CYP1B1","Peri.L1.6.MUSTN1","Astro.L1.FGFR3.FOS","Oligo.L4.6.MOBP.COL18A1","OPC.L1.6.MYT1","Micro.L1.6.C1QC","Oligo.L4.6.OPALIN","Astro.L1.6.FGFR3.ETNPPL"
"LOC105377302",0,0,0,0,0,0,0,0,0,0
"LOC105377303",0,0,0,0,0,0,0,0,0,0
"LOC105377304",0,0,0,0,0,0,0,0,0,0
"LOC105377305",0,0,0,0,0,0,0,0,0,0
"LOC105377306",0,0,0,0,0,0,0,0,0,0
"LOC105377307",0,0,0,0,0,0,0,0,0,0
"LOC105377308",0,0,0,0,0,0,0,0,0,0
"LOC105377309",0,0,0,0,0,0,0,0,0,0
"LOC105377310",0,0,0,0,0,0,0,0,0,0
"LOC105377311",0,0,0,0,0,0,0,0,0,0
"LOC105377312",0,0,0,0,0,0,0,0,0,0
"LOC105377313",0,0,0,0,0,0,0,0,0,0
"LOC105377314",0,0,0,0,0,0,0,0,0,0
"LOC105377315",0,0,0,0,0,0,0,0,0,0
"LOC105377316",0,0,0,0,0,0,0,0,0,0
"LOC105377317",0,0,0,0,0,0,0,0,0,0
"LOC105377318",0,0,0,0,0,0,0,0,0,0
"LOC105377319",0,0,0,0,0,0,0,0,0,0
"LOC105377320",0,0,0,0,0,0,0,0,0,0
"LOC105377321",0,0,0.0625,0,0,0.030736841,0,0,0,0.04058985
"LOC105377322",0,0,0,0,0,0,0,0,0,0
"LOC105377323",0,0,0,0,0,0,0,0,0,0
"LOC105377324",0,0,0,0,0,0,0,0,0,0
"LOC105377325",0,0,0,0,0,0,0,0,0,0
"LOC105377326",0,0,0,0,0,0,0,0,0,0
"LOC105377327",0,0,0,0,0,0,0,0,0,0
"LOC105377328",0,0,0,0,0,0,0,0,0,0
"LOC105377329",0,0,0,0,0,0,0,0,0,0
"LOC105377330",0,0,0,0,0,0,0,0,0,0
"LOC105377331",0,0,0,0,0,0,0,0,0,0
"LOC105377332",0,0,0,0,0,0,0,0,0,0
"LOC105377333",0,0,0,0,0,0,0,0,0,0
"LOC105377334",0,0,0,0,0,0,0,0,0,0
"LOC105377335",0,0,0,0,0,0,0,0,0,0
"LOC105377336",0,0,0,0,0,0,0,0,0,0
"LOC105377337",0,0,0,0,0,0,0,0,0,0
"LOC105377338",0.07412844,0,0.28375,0.09,0.21912281,0.20094737,0.07157265,0.11304965,0.06802705,0.1841793
"LOC105377339",0,0,0,0,0,0,0,0,0,0
"LOC105377340",0,0,0,0,0,0,0,0,0,0
"LOC105377341",0,0,0,0,0,0,0,0,0,0
"LOC105377342",0,0,0,0,0,0,0,0,0,0
"LOC105377343",0,0,0,0,0,0,0,0,0,0
"LOC105377344",0,0,0,0,0,0,0,0,0,0
"LOC105377345",0,0,0,0,0,0,0,0,0,0
"LOC105377346",0,0,0,0,0,0,0,0,0,0
"LOC105377347",0,0,0,0,0,0,0,0,0,0
"LOC105377348",0,0,0,0,0,0,0,0,0,0
"LOC105377349",0,0,0,0,0,0.005549738,0,0,0,0
"LOC105377350",0,0,0,0,0,0,0,0,0,0
"LOC105377351",0,0,0,0,0,0,0,0,0,0
"LOC105377352",0,0,0,0,0,0,0,0,0,0
"LOC105377353",0,0,0,0,0,0,0,0,0,0
"LOC105377354",0,0,0,0,0,0,0,0,0,0
"LOC105377355",0,0,0,0,0,0,0,0,0,0
"LOC105377356",0.16990909,0.061153848,0.2625,0,0.24410714,0.17539267,0.10572414,0.067193605,0.055857144,0.27688614
"LOC105377357",0,0,0,0,0,0,0,0,0,0
"LOC105377358",0,0,0,0,0,0,0,0,0,0
"LOC105377359",0,0,0,0,0,0,0,0,0,0
"LOC105377360",0,0,0,0,0,0,0,0,0,0
"LOC105377361",0,0,0,0,0,0,0,0,0,0
"LOC105377362",0,0,0,0,0,0,0,0,0,0
"LOC105377363",0,0,0,0,0,0,0,0,0,0
"LOC105377364",0,0,0,0,0,0,0,0,0,0
"LOC105377365",0,0,0,0,0,0,0,0,0,0
"LOC105377366",0.005137615,0.011923077,0.3025,0.24416667,0.033392858,0.020473685,0.07436207,0.15443262,0.08821145,0
"LOC105377367",0,0,0,0,0,0,0,0,0,0
"LOC105377368",0,0,0,0,0,0,0,0,0,0
"LOC105377369",0,0,0,0,0,0,0,0,0,0
"LOC105377370",0,0,0,0,0,0,0,0,0,0
"LOC105377371",0,0,0,0,0,0,0,0,0,0
"LOC105377372",0,0,0,0,0,0,0,0,0,0
"LOC105377373",0,0,0,0,0,0,0,0,0,0
"LOC105377374",0,0,0,0,0,0,0,0,0,0
"LOC105377375",0,0,0,0,0,0,0,0,0,0
"LOC105377376",0,0,0,0,0,0,0,0,0,0
"LOC105377377",0,0,0,0,0,0,0,0,0,0
"LOC105377378",0,0,0,0,0,0,0,0,0,0
"LOC105377379",0,0,0,0,0,0,0,0,0,0
"LOC105377380",0,0,0,0,0,0,0,0,0,0
"LOC105377381",0,0,0,0,0,0.2606316,0,0,0.019347653,0
"LOC105377382",0,0,0,0,0,0,0,0,0,0
"LOC105377383",0,0,0,0,0,0,0,0,0,0
"LOC105377384",0,0,0,0,0,0,0,0,0,0
"LOC105377385",0,0,0,0,0,0,0,0,0,0
"LOC105377386",0,0,0,0,0,0,0,0,0,0
"LOC105377387",0,0,0,0,0,0,0,0,0,0
"LOC105377388",0,0,0,0,0,0,0,0,0,0
"LOC105377389",0,0,0,0,0,0,0,0,0,0
"LOC105377390",0,0,0,0,0,0,0,0,0,0
"LOC105377391",0,0,0,0,0,0,0,0,0,0
"LOC105377392",0,0,0,0,0,0,0,0,0,0
"LOC105377393",0,0,0,0,0,0,0,0,0,0
"LOC105377394",0,0,0,0,0,0,0,0,0,0
"LOC105377395",0,0,0,0,0,0,0,0,0,0
"LOC105377396",0,0,0,0,0,0,0,0,0,0
"LOC105377397",0,0,0,0,0,0,0,0,0,0
"LOC105377398",0,0,0,0,0,0,0,0,0,0
"LOC105377399",0,0,0,0,0,0,0,0,0,0
"LOC105377400",0,0,0,0,0,0,0,0,0,0
"LOC105377401",0,0,0,0,0,0,0,0,0,0
"LOC105377402",0,0,0,0,0,0,0,0,0,0
"LOC105377403",0,0,0,0,0,0,0,0,0,0
"LOC105377404",0,0,0,0,0,0,0,0,0,0
"LOC105377405",0,0,0,0,0,0,0,0,0,0
"LOC105377406",0,0,0,0,0,0,0,0,0,0
"LOC105377407",0,0,0,0,0,0,0,0,0,0
"LOC105377408",0,0,0,0,0,0,0,0,0,0
"LOC105377409",0,0,0,0,0,0,0,0,0,0
"LOC105377410",0,0,0,0,0,0,0,0,0,0
"LOC105377411",0,0,0,0,0,0,0,0,0,0
"LOC105377412",0,0,0,0,0,0,0,0,0,0.010953039
"LOC105377413",0.6838532,0,0,0,0,0,0,0,0,0.36140883
"LOC105377414",0,0,0,0,0,0,0,0,0,0
"LOC105377415",0,0,0,0,0,0,0,0,0,0
"LOC105377416",0,0,0,0,0,0,0,0,0,0
"LOC105377417",0,0,0,0,0,0,0,0,0,0
"LOC105377418",0,0,0,0,0,0,0,0,0,0
"LOC105377419",0,0,0,0,0,0,0,0,0,0
"LOC105377420",0,0,0,0,0,0,0,0,0,0
"LOC105377421",0,0,0,0,0,0,0,0,0,0
"LOC105377422",0,0,0,0,0,0,0,0,0,0
"LOC105377423",0,0,0,0,0,0,0,0,0,0
"LOC105377424",0,0,0,0,0,0,0,0,0,0
"LOC105377425",0,0,0,0,0,0,0,0,0,0
"LOC105377426",0,0,0,0,0,0,0,0,0,0
"LOC105377427",0,0,0,0,0,0,0,0,0,0
"LOC105377428",0,0,0,0,0,0,0,0,0,0
"LOC105377429",0,0,0,0,0,0,0,0,0,0
"LOC105377430",0,0,0,0,0,0,0,0,0,0
"LOC105377431",0,0,0,0,0,0,0,0,0,0
"LOC105377432",0,0,0,0,0,0,0,0,0,0
"LOC105377433",0,0,0,0,0,0,0,0,0,0
"LOC105377434",0,0,0,0,0,0,0,0,0,0
"LOC105377435",0,0,0,0,0,0,0,0,0,0
"LOC105377436",0,0,0,0,0,0,0,0,0,0
"LOC105377437",0,0,0,0,0,0,0,0,0,0
"LOC105377438",0,0,0,0,0,0,0,0,0,0
"LOC105377439",0,0,0,0,0,0,0,0,0,0
"LOC105377440",0,0,0,0,0,0,0,0,0,0
"LOC105377441",0,0,0,0,0,0,0,0,0,0
"LOC105377442",0,0,0,0,0,0,0,0,0,0
"LOC105377443",0,0,0,0,0,0,0,0,0,0
"LOC105377444",0,0,0,0,0,0,0,0,0,0
"LOC105377445",0,0,0,0,0,0,0,0,0,0
"LOC105377446",0,0,0,0,0,0,0,0,0,0
"LOC105377447",0,0,0,0,0,0,0,0,0,0
"LOC105377448",0,0,0,0,0,0,0,0,0,0
"LOC105377449",0,0,0,0,0,0,0,0,0,0
"LOC105377450",0.026697248,0,0,0,0,0.01879581,0,0,0,0.01679558
"LOC105377451",0,0,0,0,0,0,0,0,0,0
"LOC105377452",0,0,0,0,0,0,0,0,0,0
"LOC105377453",0,0,0,0,0,0,0,0,0,0
"LOC105377454",0,0,0,0,0,0,0,0,0,0
"LOC105377455",0,0,0,0,0,0,0,0,0,0
"LOC105377456",0,0,0,0,0,0,0,0,0,0
"LOC105377457",0,0,0,0,0,0,0,0,0,0
"LOC105377458",0,0,0,0,0,0,0,0,0,0
"LOC105377459",0,0,0,0,0,0,0,0,0,0
"LOC105377460",0,0,0,0,0,0,0,0,0,0
"LOC105377461",0,0,0,0,0,0,0,0,0,0
"LOC105377462",0.13440368,0.09730769,0,0.025416667,0.08678571,0.09021053,0.040448274,0.08843417,0.026883943,0.15649655
"LOC105377463",0,0,0,0,0,0,0,0,0,0
"LOC105377464",0,0,0,0,0,0,0,0,0,0
"LOC105377465",0,0,0,0,0,0,0,0,0,0
"LOC105377466",0,0,0,0,0,0,0,0,0,0
"LOC105377467",0,0,0,0,0,0,0,0,0,0
"LOC105377468",0,0,0,0,0,0,0,0,0,0
"LOC105377469",0,0,0,0,0,0,0,0,0,0
"LOC105377470",0,0,0,0,0,0,0,0,0,0
"LOC105377471",0,0,0,0,0,0,0,0,0,0
"LOC105377472",0,0,0,0,0,0,0,0,0,0
"LOC105377473",0,0,0,0,0,0,0,0,0,0
"LOC105377474",0,0,0,0,0,0,0,0,0,0
"LOC105377475",0,0,0,0,0,0,0,0,0,0
"LOC105377476",0,0,0,0,0,0,0,0,0,0
"LOC105377477",0,0,0,0,0,0,0,0,0,0
"LOC105377478",0,0,0,0,0,0,0,0,0,0
"LOC105377479",0,0,0,0,0,0,0,0,0,0
"LOC105377480",0,0,0,0,0,0,0,0,0,0
"LOC105377481",0,0,0,0,0.053859647,0,0,0,0,0.03647868
"LOC105377482",0,0,0,0,0,0,0,0,0,0
"LOC105377483",0.41752294,0,0,0,0.52160716,0,0,0,0,0.569131
"LOC105377484",0,0,0.60375,0.048333332,0,0.22389473,1.4464777,0,0.17309222,0
"LOC105377485",0,0,0,0,0,0,0,0,0,0
"LOC105377486",0,0,0,0,0,0,0,0,0,0
"LOC105377487",0,0,0,0,0,0,0,0,0,0
"LOC105377488",0,0,0,0,0,0,0,0,0,0
"LOC105377489",0,0,0,0,0,0,0,0,0,0
"LOC105377490",0,0,0,0,0,0,0,0,0,0
"LOC105377491",0,0,0,0,0,0,0,0,0,0
"LOC105377492",0,0,0,0,0,0,0,0,0,0
"LOC105377493",0,0,0,0,0,0,0,0,0,0
"LOC105377494",0,0,0,0,0,0,0,0,0,0
"LOC105377495",0,0,0,0,0,0,0,0,0,0
"LOC105377496",0,0,0,0,0,0,0,0,0,0
"LOC105377497",0,0,0,0,0,0,0,0,0,0
"LOC105377498",0,0,0,0,0,0,0,0,0,0
"LOC105377499",0,0,0,0,0,0,0,0,0,0
"LOC105377500",0,0,0,0,0,0,0,0,0,0
"LOC105377501",0,0,0,0,0,0,0,0,0,0
"LOC105377502",0,0,0,0,0,0,0,0,0,0
"LOC105377503",0,0,0,0,0,0,0,0,0,0
"LOC105377504",0,0,0,0,0,0,0,0,0,0
"LOC105377505",0,0,0,0,0,0,0,0,0,0
"LOC105377506",0,0,0,0,0,0,0,0,0,0
"LOC105377507",0,0,0,0,0,0,0,0,0,0
"LOC105377508",0,0,0,0,0,0,0,0,0,0
"LOC105377509",0,0,0,0.07958333,0,0.0024210527,0,0,0,0
"LOC105377510",0,0,0,0,0.03491228,0,0,0,0,0
"LOC105377511",0,0,0,0,0,0,0,0,0,0
"LOC105377512",0,0,0,0,0,0,0,0,0,0
"LOC105377513",0,0,0,0,0,0,0,0,0,0
"LOC105377514",0,0,0,0,0,0,0,0,0,0
"LOC105377515",0,0,0,0,0,0,0,0,0,0
"LOC105377516",0,0,0,0,0,0,0,0,0,0
"LOC105377517",0,0,0,0,0,0,0,0,0,0
"LOC105377518",0,0,0,0,0,0,0,0,0,0
"LOC105377519",0,0,0,0,0,0,0,0,0,0
"LOC105377520",0,0,0,0,0,0,0,0,0,0
"LOC105377521",0,0,0,0,0,0,0,0,0,0
"LOC105377522",0,0,0,0,0,0,0,0,0,0
"LOC105377523",0,0,0,0,0,0,0,0,0,0
"LOC105377524",0,0,0,0,0,0,0,0,0,0
"LOC105377525",0,0,0,0,0,0,0,0,0,0
"LOC105377526",0,0,0,0,0,0,0,0,0,0
"LOC105377527",0,0,0,0,0,0,0,0,0,0
"LOC105377528",0,0,0,0,0,0,0,0,0,0
"LOC105377529",0,0,0,0,0,0,0,0,0,0
"LOC105377530",0,0,0,0,0,0,0,0,0,0
"LOC105377531",0,0,0,0,0,0,0,0,0,0
"LOC105377532",0,0,0,0,0,0,0,0,0,0
"LOC105377533",0,0,0,0,0,0,0,0,0,0
"LOC105377534",0,0,0,0,0,0,0,0,0,0
"LOC105377535",0,0,0,0,0,0,0,0,0,0
"LOC105377536",0,0,0,0,0,0,0,0,0,0
"LOC105377537",0,0,0,0,0,0,0,0,0,0
"LOC105377538",0,0,0,0,0,0,0,0,0,0
"LOC105377539",0,0,0,0,0,0,0,0,0,0
"LOC105377540",0,0,0,0,0,0.15314136,0,0,0,0
"LOC105377541",0,0,0,0,0,0,0,0,0,0
"LOC105377542",0,0,0,0,0,0,0,0,0,0
"LOC105377543",0,0,0,0,0,0,0,0,0,0
"LOC105377544",0,0,0,0,0,0,0,0,0,0
"LOC105377545",0,0,0,0,0,0,0,0,0,0
"LOC105377546",0,0,0,0,0,0,0,0,0,0
"LOC105377547",0,0,0,0,0,0,0,0,0,0
"LOC105377548",0,0,0,0,0,0,0,0,0,0
"LOC105377549",0,0,0,0,0,0,0,0,0,0
"LOC105377550",0,0,0,0,0,0,0,0,0,0
"LOC105377551",0,0,0,0,0,0,0,0,0,0
"LOC105377552",0,0,0,0,0,0,0,0,0,0
"LOC105377553",0,0,0,0,0,0,0,0,0,0
"LOC105377554",0,0,0,0,0,0,0,0,0,0
"LOC105377555",0,0,0,0,0,0,0,0,0,0
"LOC105377556",0,0,0,0,0,0,0,0,0,0
"LOC105377557",0,0,0,0,0,0,0,0,0,0
"LOC105377558",0,0,0,0,0,0,0,0,0,0
"LOC105377559",0,0,0,0,0,0,0,0,0,0
"LOC105377560",0,0,0,0,0,0,0,0,0,0
"LOC105377561",0,0,0,0,0,0,0,0,0,0
"LOC105377562",0,0,0,0,0,0,0,0,0,0
"LOC105377563",0,0,0,0,0,0,0,0,0,0
"LOC105377564",1.2251389,1.3102942,1.256,0.7,1.4255263,0.8308947,0.6711704,1.3350133,1.2468514,1.4625518
"LOC105377565",0,0,0,0,0,0,0,0,0,0
"LOC105377566",2.499861,2.267647,2.718,2.051875,2.7667568,2.4288976,2.2607179,2.5636604,2.4325855,2.6832237
"LOC105377567",0.6257798,0.6207692,0.894,0.34208333,1.201081,0.68731576,0.61214775,0.67188275,0.8235294,1.2588198
"LOC105377568",0,0,0,0,0,0,0,0,0,0
"LOC105377569",0,0,0,0,0,0,0,0,0,0
"LOC105377570",0,0,0,0,0,0,0,0,0,0
"LOC105377571",0,0,0,0,0,0,0,0,0,0
"LOC105377572",0,0,0,0,0,0,0,0,0,0
"LOC105377573",0,0,0,0,0,0,0,0,0,0
"LOC105377574",0.13917431,0.09134615,0,0.0475,0.24196428,0.26247367,0.13166954,0.0751865,0.1602148,0.25213498
"LOC105377575",0,0,0,0,0,0,0,0,0,0
"LOC105377576",0,0,0,0,0,0,0,0,0,0
"LOC105377577",0,0,0,0,0,0,0,0,0,0
"LOC105377578",0,0,0,0,0,0,0,0,0,0
"LOC105377579",0,0,0,0,0,0,0,0,0,0
"LOC105377580",0,0,0,0,0,0,0,0,0,0
"LOC105377581",0,0,0,0,0,0,0,0,0,0
"LOC105377582",0,0,0,0,0,0,0,0,0,0
"LOC105377583",0,0,0,0,0,0,0,0,0,0
"LOC105377584",0,0,0,0,0,0,0,0,0,0
"LOC105377585",0.11252252,0,0.085,0,0.058214284,0.023473684,0,0.02213781,0.009117647,0.19429559
"LOC105377586",0,0,0,0,0,0,0,0,0,0
"LOC105377587",0,0,0,0,0,0,0,0,0,0
"LOC105377588",0,0,0,0,0,0,0,0,0,0
"LOC105377589",0,0,0,0,0,0,0,0,0,0
"LOC105377590",0,0,0,0,0,0,0,0,0,0
"LOC105377591",0,0,0,0,0,0,0,0,0,0
"LOC105377592",0,0,0,0,0,0,0,0,0,0
"LOC105377593",0,0,0,0,0,0,0,0,0,0
"LOC105377594",0,0,0,0,0,0,0,0.0010142348,0,0
"LOC105377595",0,0,0,0,0,0,0,0,0,0
"LOC105377596",0,0,0,0,0,0,0,0,0,0
"LOC105377597",0,0,0,0,0,0,0,0,0,0
"LOC105377598",0,0,0,0,0,0,0,0,0,0
"LOC105377599",0,0,0,0,0,0,0,0,0,0
"LOC105377600",0,0,0,0,0,0,0,0,0,0
"LOC105377601",0,0,0,0,0,0,0,0,0,0
"LOC105377602",0,0,0,0,0,0,0,0,0,0
"LOC105377603",0,0,0,0,0,0,0,0,0,0
"LOC105377604",0,0,0,0,0,0,0,0,0,0
"LOC105377605",0.0840367,0.025384616,0.25125,0,0.23392858,0.031210527,0.039467353,0.036134753,0.011995231,0.14236915
"LOC105377606",0,0,0,0,0,0,0,0,0,0
"LOC105377607",0,0,0,0,0,0,0,0,0,0
"LOC105377608",0,0,0,0,0,0,0,0,0,0
"LOC105377609",0,0,0,0,0,0,0,0,0,0
"LOC105377610",0,0,0,0,0,0,0,0,0,0
"LOC105377611",0,0,0,0,0,0,0,0,0,0
"LOC105377612",0,0,0,0,0,0,0,0,0,0
"LOC105377613",0,0,0,0,0,0,0,0,0,0
"LOC105377614",0,0,0,0,0,0,0,0,0,0
"LOC105377615",0,0,0,0,0,0,0,0,0,0
"LOC105377616",0,0,0,0,0,0,0,0,0,0
"LOC105377617",0,0,0,0,0,0,0,0,0,0
"LOC105377618",0,0,0,0,0,0,0,0,0,0
"LOC105377619",0,0,0,0,0,0,0,0,0,0
"LOC105377620",0,0,0,0,0,0,0,0,0,0
"LOC105377621",0,0,0,0,0,0,0,0,0,0
"LOC105377622",0,0,0,0,0,0,0,0,0,0
"LOC105377623",0,0,0,0,0,0,0,0,0,0
"LOC105377624",0,0,0,0,0,0,0,0,0,0
"LOC105377625",0,0,0,0,0,0,0,0,0,0
"LOC105377626",0,0,0,0,0,0,0,0,0,0
"LOC105377627",0,0,0,0,0,0,0,0,0,0
"LOC105377628",0,0,0,0,0,0,0,0,0,0
"LOC105377629",0,0,0,0,0,0,0,0,0,0
"LOC105377630",0,0,0,0,0,0,0,0,0,0
"LOC105377631",0,0,0,0,0,0,0,0,0,0
"LOC105377632",0.1840367,0.30576923,1.186,0,0.38892856,3.1490576,9.164108,1.8359431,0.5676452,0.36328277
"LOC105377633",0,0,0,0,0,0,0,0,0,0
"LOC105377634",0,0,0,0,0,0,0,0,0,0
"LOC105377635",0,0,0,0,0,0,0,0,0,0
"LOC105377636",0,0,0,0,0,0,0,0,0,0
"LOC105377637",0,0,0,0,0,0,0,0,0,0
"LOC105377638",0,0,0,0,0,0,0,0,0,0
"LOC105377639",0,0,0,0,0,0,0,0,0,0
"LOC105377640",0,0,0,0,0,0,0,0,0,0
"LOC105377641",0,0,0,0,0,0,0,0,0,0
"LOC105377642",0,0,0,0,0,0,0,0,0,0
"LOC105377643",0,0,0,0,0,0,0,0,0,0.066731036
"LOC105377644",0,0,0.0825,0,0,0,0,0,0,0
"LOC105377645",0,0,0,0,0,0,0,0,0,0
"LOC105377646",0,0,0,0,0,0,0,0,0,0
"LOC105377647",0,0,0,0,0,0,0,0,0,0
"LOC105377648",0,0,0,0,0,0,0,0,0,0
"LOC105377649",0,0,0,0,0,0,0,0,0,0
"LOC105377650",0,0,0,0,0,0,0,0,0,0
"LOC105377651",0,0,0,0,0,0,0,0,0,0
"LOC105377652",0,0,0,0,0,0,0,0,0,0
"LOC105377653",0,0,0,0,0,0,0,0,0,0
"LOC105377654",0,0,0,0,0,0,0,0,0,0
"LOC105377655",0,0,0,0,0,0,0,0,0,0
"LOC105377656",0,0,0,0,0,0,0.026948275,0,0,0
"LOC105377657",0,0,0,0,0,0,0,0,0,0
"LOC105377658",0,0,0,0,0,0,0,0,0,0
"LOC105377659",0,0,0,0,0,0,0,0,0,0
"LOC105377660",0,0,0,0,0,0,0,0,0,0
"LOC105377661",0,0,0,0,0,0,0,0,0,0
"LOC105377662",0,0,0,0,0,0,0,0,0,0
"LOC105377663",0,0.17384616,0,0,0,0,0,0,0,0
"LOC105377664",0,0,0,0,0,0,0,0,0,0
"LOC105377665",0,0,0,0,0,0,0,0,0,0
"LOC105377666",0,0,0,0,0,0,0,0,0,0
"LOC105377667",0,0,0,0,0,0,0,0,0,0
"LOC105377668",0,0,0,0,0,0,0,0,0,0
"LOC105377669",0,0,0,0,0,0,0,0,0,0
"LOC105377670",0,0,0,0,0,0,0,0,0,0
"LOC105377671",0,0,0,0,0,0,0,0,0,0
"LOC105377672",0,0,0,0,0,0,0,0,0,0
"LOC105377673",0,0,0,0,0,0,0,0,0,0
"LOC105377674",0,0,0,0,0,0,0,0,0,0
"LOC105377675",0,0,0,0,0,0,0,0,0,0
"LOC105377676",0,0,0,0,0,0,0,0,0,0
"LOC105377677",0,0,0,0,0,0,0,0,0,0
"LOC105377678",0,0,0,0,0,0,0,0,0,0
"LOC105377679",0,0,0,0,0,0,0,0,0,0
"LOC105377680",0,0,0,0,0,0,0,0,0,0
"LOC105377681",0,0,0,0,0,0,0,0,0,0
"LOC105377682",0,0,0,0,0,0,0,0,0,0
"LOC105377683",0,0,0,0,0,0,0,0,0,0
"LOC105377684",0,0,0,0,0,0,0,8.0412035,0,0
"LOC105377685",0,0,0,0,0,0,0,0,0,0
"LOC105377686",0,0,0,0,0,0,0,0,0,0
"LOC105377687",0,0,0,0,0,0,0,0,0,0
"LOC105377688",0,0,0,0,0,0,0,0.04115453,0,0
"LOC105377689",0,0,0,0,0,0,0,0,0,0
"LOC105377690",0,0,0,0,0,0,0,0,0,0
"LOC105377691",0,0,0,0,0,0,0,0,0,0
"LOC105377692",0,0,0,0,0,0,0,0,0,0
"LOC105377693",0,0,0,0,0,0,0,0,0,0
"LOC105377694",0,0,0,0,0,0,0,0,0,0
"LOC105377695",0,0,0,0,0,0,0,0,0,0
"LOC105377696",0,0,0,0,0,0,0,0,0,0
"LOC105377697",0,0,0,0,0,0,0,0,0,0
"LOC105377698",0,0,0,0,0,0,0,0,0,0
"LOC105377699",0.05266055,0,0,0,0.12821428,0.07452632,0.006735395,0.024928825,0,0.15324138
"LOC105377700",0,0,0,0,0,0,0,0,0,0
"LOC105377701",0,0,0,0,0,0,0,0,0,0
"LOC105377702",0,0,0,0,0,0,0,0,0,0
"LOC105377703",0,0,0.26,0,0,0.11568421,0.005257732,0,0.0116945105,0.018319558
"LOC105377704",0,0,0,0,0,0,0,0,0,0
"LOC105377705",0,0,0,0,0,0,0,0,0,0
"LOC105377706",0,0,0,0,0,0,0,0,0,0
"LOC105377707",0,0,0,0,0,0,0,0,0,0
"LOC105377708",0,0,0,0,0,0,0,0,0,0
"LOC105377709",0,0,0,0,0,0,0,0,0,0
"LOC105377710",0,0,0,0,0,0,0,0,0,0
"LOC105377711",0,0,0,0,0,0,0,0,0,0
"LOC105377712",0,0,0,0,0,0,0,0,0,0
"LOC105377713",0,0,0,0,0,0,0,0,0,0
"LOC105377714",0,0,0,0,0,0,0,0,0,0
"LOC105377715",0,0,0,0,0,0,0,0,0,0
"LOC105377716",0,0,0,0,0,0,0,0,0,0
"LOC105377717",0,0,0,0,0,0,0,0,0,0
"LOC105377718",0,0,0,0,0,0,0,0,0,0
"LOC105377719",0,0,0,0,0,0,0,0,0,0
"LOC105377720",0,0,0,0,0,0,0,0,0,0
"LOC105377721",0,0,0,0,0,0,0,0,0,0
"LOC105377722",0,0,0,0,0,0,0,0,0,0
"LOC105377723",0,0,0,0,0,0,0,0,0,0
"LOC105377724",0,0,0,0,0,0,0,0,0,0
"LOC105377725",0,0,0,0,0,0,0,0,0,0
"LOC105377726",0,0,0,0,0,0,0,0,0,0
"LOC105377727",0,0,0,0,0,0,0,0,0,0
"LOC105377728",0,0,0,0,0,0,0,0,0,0
"LOC105377729",0,0,0,0,0,0,0,0,0,0
"LOC105377730",0,0,0,0,0,0,0,0,0,0
"LOC105377731",0,0,0,0,0,0,0,0,0,0
"LOC105377732",0,0,0.21625,0,0,0,0,0,0,0
"LOC105377733",0,0,0,0,0,0,0,0,0,0
"LOC105377734",0,0,0,0,0,0,0,0,0,0
"LOC105377735",0,0,0,0,0,0,0,0,0,0
"LOC105377736",0,0,0,0,0,0,0,0,0,0
"LOC105377737",0,0,0,0,0,0,0,0,0,0
"LOC105377738",0,0,0,0,0,0,0,0,0,0
"LOC105377739",0.08825688,0,0,0,6.9808106,0,0,0,0,0
"LOC105377740",0,0,0,0,0,0,0,0,0,0
"LOC105377741",0,0,0,0,0,0,0,0,0,0
"LOC105377742",0,0,0,0,0,0,0,0,0,0
"LOC105377743",0,0,0,0,0,0,0,0,0,0
"LOC105377744",0,0,0,0,0,0,0,0,0,0
"LOC105377745",0,0,0,0,0,0,0,0,0,0
"LOC105377746",0,0,0,0,0,0,0,0,0,0
"LOC105377747",0,0,0,0,0,0,0,0,0,0
"LOC105377748",0,0,0,0,0,0,0,0,0,0
"LOC105377749",0,0,0,0,0,0,0,0,0,0
"LOC105377750",0,0,0,0,0,0,0,0,0,0
"LOC105377751",0,0,0,0,0,0,0,0,0,0
"LOC105377752",0,0,0,0,0,0,0,0,0,0
"LOC105377753",0,0,0,0,0,0,0,0,0,0
"LOC105377754",0,0,0,0,0,0,0,0,0,0
"LOC105377755",0,0,0,0,0,0,0,0,0,0
"LOC105377756",0,0,0,0,0,0,0,0,0,0
"LOC105377757",0,0,0,0,0,0,0,0,0,0
"LOC105377758",0,0,0,0,0,0,0,0,0,0
"LOC105377759",0,0,0,0,0,0,0,0,0,0
"LOC105377760",0,0,0,0,0,0,0,0,0,0
"LOC105377761",0,0,0,0,0,0,0,0,0,0
"LOC105377762",0,0,0,0,0,0,0,0,0,0
"LOC105377763",0,0,0.0625,0,0,0,0,0,0,0
"LOC105377764",0,0,0,0,0,0,0,0,0,0
"LOC105377765",0,0,0,0,0,0,0,0,0,0
"LOC105377766",0,0,0,0,0,0,0,0,0,0
"LOC105377767",0,0,0,0,0,0,0,0,0,0
"LOC105377768",0.01027523,0,0,0,0,0,0,0,0,0
"LOC105377769",0,0,0,0,0,0,0,0,0,0
"LOC105377770",0,0,0,0,0,0,0,0,0,0
"LOC105377771",0,0,0,0,0,0,0,0,0,0
"LOC105377772",0,0,0,0,0,0,0,0,0,0
"LOC105377773",0,0,0,0,0,0,0,0,0,0
"LOC105377774",0,0,0,0,0,0,0,0,0,0
